word,ipa,index,clusterID
group,ˈɡ ɹ u p,619,416
international,"ˌɪ n ɝ ˈn æ ʃ ə n ə ɫ ,",620,416
based,ˈb e ɪ s t,621,416
private,ˈp ɹ a ɪ v ə t,622,416
organization,ˌɔ ɹ ɡ ə n ə ˈz e ɪ ʃ ə n,623,416
fund,ˈf ə n d,624,416
independent,ˌɪ n d ɪ ˈp ɛ n d ə n t,625,416
established,ɪ ˈs t æ b ɫ ɪ ʃ t,626,416
foundation,f a ʊ n ˈd e ɪ ʃ ə n,627,416
co,ˈk o ʊ,628,416
organizations,ˌɔ ɹ ɡ ə n ə ˈz e ɪ ʃ ə n z,629,416
organisation,ˌɔ ɹ ɡ ə n ɪ ˈz e ɪ ʃ ə n,630,416
educational,"ˌɛ d ʒ ə ˈk e ɪ ʃ ə n ə ɫ ,",631,416
sponsored,ˈs p ɑ n s ɝ d,632,416
charity,ˈt ʃ ɛ ɹ ɪ t i,633,416
consultant,k ə n ˈs ə ɫ t ə n t,634,416
associates,"ə ˈs o ʊ s i ˌe ɪ t s ,",635,416
consulting,k ə n ˈs ə ɫ t ɪ ŋ,636,416
privately,ˈp ɹ a ɪ v ə t ɫ i,637,416
jointly,ˈd ʒ ɔ ɪ n t ɫ i,638,416
affiliated,ə ˈf ɪ ɫ i ˌe ɪ t ɪ d,639,416
sponsor,ˈs p ɑ n s ɝ,640,416
governmental,"ˈɡ ə v ɝ ˌm ɛ n t ə ɫ ,",641,416
sponsors,ˈs p ɑ n s ɝ z,642,416
nonprofit,n ɑ n ˈp ɹ ɑ f ə t,643,416
organisations,ˌɔ ɹ ɡ ə n ɪ ˈz e ɪ ʃ ə n z,644,416
foundations,f a ʊ n ˈd e ɪ ʃ ə n z,645,416
chartered,ˈt ʃ ɑ ɹ t ɝ d,646,416
umbrella,"ˈə m ˌb ɹ ɛ ɫ ə ,",647,416
headquartered,"ˈh ɛ d ˌk ɔ ɹ t ɝ d ,",648,416
conjunction,k ə n ˈd ʒ ə ŋ k ʃ ə n,649,416
china,ˈt ʃ a ɪ n ə,650,698
chinese,t ʃ a ɪ ˈn i z,651,698
taiwan,ˈt a ɪ ˈw ɑ n,652,698
kong,"ˈk ɔ ŋ ,",653,698
hong,ˈh ɔ ŋ,654,698
beijing,ˌb e ɪ ˈʒ ɪ ŋ,655,698
yuan,j u ˈɑ n,656,698
shanghai,ˈʃ æ ŋ ˈh a ɪ,657,698
mainland,"ˈm e ɪ n ˌɫ æ n d ,",658,698
taipei,ˈt a ɪ ˌp e ɪ,659,698
strait,ˈs t ɹ e ɪ t,660,698
straits,ˈs t ɹ e ɪ t s,661,698
taiwanese,ˈt a ɪ w ɑ ˈn i z,662,698
macao,m ə ˈk a ʊ,663,698
shenzhen,ˈʃ ɛ n ˌʒ ɛ n,664,698
guangdong,"ˈɡ w æ ŋ ˈd ɔ ŋ ,",665,698
guangzhou,ˈɡ w æ ŋ ˌz u,666,698
war,ˈw ɔ ɹ,667,210
fight,ˈf a ɪ t,668,210
battle,ˈb æ t ə ɫ,669,210
fought,ˈf ɔ t,670,210
struggle,ˈs t ɹ ə ɡ ə ɫ,671,210
wars,ˈw ɔ ɹ z,672,210
battles,ˈb æ t ə ɫ z,673,210
fierce,ˈf ɪ ɹ s,674,210
battling,"ˈb æ t ə ɫ ɪ ŋ ,",675,210
fights,ˈf a ɪ t s,676,210
struggles,ˈs t ɹ ə ɡ ə ɫ z,677,210
bout,ˈb a ʊ t,678,210
rivalry,ˈɹ a ɪ v ə ɫ ɹ i,679,210
battled,ˈb æ t ə ɫ d,680,210
south,ˈs a ʊ θ,681,965
north,ˈn ɔ ɹ θ,682,965
korea,"ˈk ɹ i ə ,",683,965
africa,"ˈæ f ɝ k ə ,",684,965
african,"ˈæ f ɹ ə k ə n ,",685,965
seoul,ˈs o ʊ ɫ,686,965
cape,ˈk e ɪ p,687,965
johannesburg,ˌd ʒ o ʊ ˈh æ n ɪ s b ɝ ɡ,688,965
police,p ə ˈɫ i s,689,143
authorities,ə ˈθ ɔ ɹ ə t i z,690,143
officers,"ˈɔ f ə s ɝ z ,",691,143
suspected,s ə ˈs p ɛ k t ɪ d,692,143
attacked,ə ˈt æ k t,693,143
seized,ˈs i z d,694,143
allegedly,ə ˈɫ ɛ d ʒ ə d ɫ i,695,143
guards,ˈɡ ɑ ɹ d z,696,143
raid,ˈɹ e ɪ d,697,143
stolen,ˈs t o ʊ ɫ ə n,698,143
belonging,b ɪ ˈɫ ɔ ŋ ɪ ŋ,699,143
seize,ˈs i z,700,143
searched,ˈs ɝ t ʃ t,701,143
surrendered,s ɝ ˈɛ n d ɝ d,702,143
stormed,ˈs t ɔ ɹ m d,703,143
raided,ˈɹ e ɪ d ɪ d,704,143
stealing,ˈs t i ɫ ɪ ŋ,705,143
stole,ˈs t o ʊ ɫ,706,143
confiscated,ˈk ɑ n f ə ˌs k e ɪ t ə d,707,143
intercepted,"ˌɪ n ɝ ˈs ɛ p t ə d ,",708,143
seizure,ˈs i ʒ ɝ,709,143
team,ˈt i m,710,329
football,ˈf ʊ t ˌb ɔ ɫ,711,329
coach,ˈk o ʊ t ʃ,712,329
teams,ˈt i m z,713,329
baseball,ˈb e ɪ s ˈb ɔ ɫ,714,329
soccer,ˈs ɑ k ɝ,715,329
basketball,ˈb æ s k ə t ˌb ɔ ɫ,716,329
hockey,ˈh ɑ k i,717,329
nba,ˈɛ n ˌb i ˈe ɪ,718,329
athletic,æ θ ˈɫ ɛ t ɪ k,719,329
coaches,ˈk o ʊ t ʃ ɪ z,720,329
coaching,ˈk o ʊ t ʃ ɪ ŋ,721,329
coached,ˈk o ʊ t ʃ t,722,329
collegiate,k ə ˈɫ i d ʒ ɪ t,723,329
officials,ə ˈf ɪ ʃ ə ɫ z,724,515
office,ˈɔ f ɪ s,725,515
federal,"ˈf ɛ d ɝ ə ɫ ,",726,515
department,d ɪ ˈp ɑ ɹ t m ə n t,727,515
agency,ˈe ɪ d ʒ ə n s i,728,515
administration,æ d ˌm ɪ n ɪ ˈs t ɹ e ɪ ʃ ə n,729,515
authority,ə ˈθ ɔ ɹ ə t i,730,515
intelligence,ˌɪ n ˈt ɛ ɫ ə d ʒ ə n s,731,515
bureau,ˈb j ʊ ɹ o ʊ,732,515
agencies,ˈe ɪ d ʒ ə n s i z,733,515
agent,ˈe ɪ d ʒ ə n t,734,515
agents,ˈe ɪ d ʒ ə n t s,735,515
immigration,ˌɪ m ə ˈɡ ɹ e ɪ ʃ ə n,736,515
administrative,ə d ˈm ɪ n ə ˌs t ɹ e ɪ t ɪ v,737,515
fbi,ˈɛ f ˈb i ˈa ɪ,738,515
enforcement,ɛ n ˈf ɔ ɹ s m ə n t,739,515
pentagon,"ˈp ɛ n ɪ ˌɡ ɑ n ,",740,515
cia,ˈs i ˈa ɪ ˈe ɪ,741,515
customs,ˈk ə s t ə m z,742,515
departments,d ɪ ˈp ɑ ɹ t m ə n t s,743,515
inspector,ˌɪ n ˈs p ɛ k t ɝ,744,515
postal,ˈp o ʊ s t ə ɫ,745,515
epa,ˌi ˌp i ˈe ɪ,746,515
reno,ˈɹ i n o ʊ,747,515
irs,ˈa ɪ ˌɑ ˈɹ ɛ s,748,515
ins,"ˈa ɪ ˈɛ ˈn ɛ s ,",749,515
high,ˈh a ɪ,750,762
level,ˈɫ ɛ v ə ɫ,751,762
higher,ˈh a ɪ ɝ,752,762
low,ˈɫ o ʊ,753,762
lower,ˈɫ o ʊ ɝ,754,762
above,ə ˈb ə v,755,762
highest,ˈh a ɪ ə s t,756,762
below,"b i ˈɫ o ʊ ,",757,762
levels,ˈɫ ɛ v ə ɫ z,758,762
falls,ˈf ɔ ɫ z,759,762
lowest,ˈɫ o ʊ ə s t,760,762
rating,ˈɹ e ɪ t ɪ ŋ,761,762
fallen,ˈf ɑ ɫ ə n,762,762
ratings,ˈɹ e ɪ t ɪ ŋ z,763,762
zero,"ˈz i ɹ o ʊ ,",764,762
rated,ˈɹ e ɪ t ɪ d,765,762
lowered,ˈɫ o ʊ ɝ d,766,762
elevated,ˈɛ ɫ ə ˌv e ɪ t ɪ d,767,762
highs,ˈh a ɪ z,768,762
threshold,ˈθ ɹ ɛ ˌʃ o ʊ ɫ d,769,762
lows,ˈɫ o ʊ z,770,762
part,ˈp ɑ ɹ t,771,635
parts,ˈp ɑ ɹ t s,772,635
whole,ˈh o ʊ ɫ,773,635
entire,ɪ n ˈt a ɪ ɝ,774,635
portion,ˈp ɔ ɹ ʃ ə n,775,635
segment,"ˈs ɛ ɡ m ə n t ,",776,635
portions,ˈp ɔ ɹ ʃ ə n z,777,635
told,ˈt o ʊ ɫ d,778,185
reporters,ɹ ɪ ˈp ɔ ɹ t ɝ z,779,185
interview,ˈɪ n t ɝ v ˌj u,780,185
xinhua,ˈz ɪ n h j u ə,781,185
work,ˈw ɝ k,782,293
working,ˈw ɝ k ɪ ŋ,783,293
worked,ˈw ɝ k t,784,293
school,ˈs k u ɫ,785,137
college,ˈk ɑ ɫ ɪ d ʒ,786,137
students,ˈs t u d ə n t s,787,137
education,"ˌɛ d ʒ ə ˈk e ɪ ʃ ə n ,",788,137
schools,ˈs k u ɫ z,789,137
class,ˈk ɫ æ s,790,137
programs,ˈp ɹ o ʊ ˌɡ ɹ æ m z,791,137
student,ˈs t u d ə n t,792,137
academy,ə ˈk æ d ə m i,793,137
arts,ˈɑ ɹ t s,794,137
master,ˈm æ s t ɝ,795,137
teacher,ˈt i t ʃ ɝ,796,137
campus,ˈk æ m p ə s,797,137
teachers,ˈt i t ʃ ɝ z,798,137
academic,ˌæ k ə ˈd ɛ m ɪ k,799,137
grade,ˈɡ ɹ e ɪ d,800,137
classes,"ˈk ɫ æ s ə z ,",801,137
literature,ˈɫ ɪ t ɝ ə t ʃ ɝ,802,137
secondary,ˈs ɛ k ə n ˌd ɛ ɹ i,803,137
graduate,"ˈɡ ɹ æ d ʒ ə ˌw e ɪ t ,",804,137
graduated,"ˈɡ ɹ æ d ʒ ə ˌw e ɪ t ɪ d ,",805,137
universities,ˌj u n ə ˈv ɝ s ə t i z,806,137
courses,"ˈk ɔ ɹ s ə z ,",807,137
educated,"ˈɛ d ʒ ə ˌk e ɪ t ɪ d ,",808,137
oxford,ˈɑ k s f ɝ d,809,137
colleges,ˈk ɑ ɫ ɪ d ʒ ɪ z,810,137
elementary,"ˌɛ ɫ ə ˈm ɛ n t ɝ ɹ i ,",811,137
journalism,ˈd ʒ ɝ n ə ˌɫ ɪ z ə m,812,137
scholarship,ˈs k ɑ ɫ ɝ ˌʃ ɪ p,813,137
grades,ˈɡ ɹ e ɪ d z,814,137
graduating,"ˈɡ ɹ æ d ʒ ə ˌw e ɪ t ɪ ŋ ,",815,137
graduation,"ˌɡ ɹ æ d ʒ ə ˈw e ɪ ʃ ə n ,",816,137
math,ˈm æ θ,817,137
graduates,"ˈɡ ɹ æ d ʒ ə ˌw e ɪ t s ,",818,137
enrolled,ɛ n ˈɹ o ʊ ɫ d,819,137
classroom,ˈk ɫ æ s ˌɹ u m,820,137
curriculum,k ɝ ˈɪ k j ə ɫ ə m,821,137
pupils,ˈp j u p ə ɫ z,822,137
boarding,ˈb ɔ ɹ d ɪ ŋ,823,137
undergraduate,ˌə n d ɝ ˈɡ ɹ æ d ʒ ə w ə t,824,137
ba,"ˈb ɑ ,",825,137
enrollment,ɛ n ˈɹ o ʊ ɫ m ə n t,826,137
grammar,ˈɡ ɹ æ m ɝ,827,137
exam,ɪ ɡ ˈz æ m,828,137
party,ˈp ɑ ɹ t i,829,664
democratic,ˌd ɛ m ə ˈk ɹ æ t ɪ k,830,664
parties,ˈp ɑ ɹ t i z,831,664
coalition,ˌk o ʊ ə ˈɫ ɪ ʃ ə n,832,664
conservative,k ə n ˈs ɝ v ə t ɪ v,833,664
liberal,ˈɫ ɪ ˌb ɝ ə ɫ,834,664
labour,ˈɫ e ɪ b ɝ,835,664
moderate,"ˈm ɑ d ɝ ˌe ɪ t ,",836,664
radical,"ˈɹ æ d ə k ə ɫ ,",837,664
socialist,"ˈs o ʊ ʃ ə ɫ ə s t ,",838,664
conservatives,k ə n ˈs ɝ v ə t ɪ v z,839,664
nationalist,"ˈn æ ʃ ə n ə ɫ ə s t ,",840,664
progressive,p ɹ ə ˈɡ ɹ ɛ s ɪ v,841,664
leftist,ˈɫ ɛ f t ɪ s t,842,664
greens,ˈɡ ɹ i n z,843,664
liberals,ˈɫ ɪ ˌb ɝ ə ɫ z,844,664
leaning,ˈɫ i n ɪ ŋ,845,664
likud,"ˈɫ ɪ k ə d ,",846,664
socialists,"ˈs o ʊ ʃ ə ɫ ə s t s ,",847,664
house,ˈh a ʊ s,848,895
republican,"ɹ i ˈp ə b ɫ ə k ə n ,",849,895
senate,"ˈs ɛ n ə t ,",850,895
democrats,ˈd ɛ m ə ˌk ɹ æ t s,851,895
republicans,"ɹ i ˈp ə b ɫ ə k ə n z ,",852,895
r,ˈɑ ɹ,853,895
congressional,k ə n ˈɡ ɹ ɛ ʃ ə n ə ɫ,854,895
senator,ˈs ɛ n ə t ɝ,855,895
speaker,ˈs p i k ɝ,856,895
democrat,ˈd ɛ m ə ˌk ɹ æ t,857,895
rep.,ɹ ɛ p ɹ i ˈz ɛ t ə t ɪ v,858,895
senators,ˈs ɛ n ə t ɝ z,859,895
capitol,ˈk æ p ɪ t ə ɫ,860,895
gingrich,ˈɡ ɪ ŋ ɡ ɹ ɪ t ʃ,861,895
congressman,ˈk ɑ ŋ ɡ ɹ ə s m ə n,862,895
bipartisan,"b a ɪ ˈp ɑ ɹ t ɪ s ə n ,",863,895
caucus,"ˈk ɑ k ə s ,",864,895
trent,ˈt ɹ ɛ n t,865,895
lott,ˈɫ ɑ t,866,895
pelosi,p ɛ ˈɫ o ʊ s i,867,895
newt,ˈn u t,868,895
whip,"ˈh w ɪ p ,",869,895
hatch,ˈh æ t ʃ,870,895
old,ˈo ʊ ɫ d,871,157
get,"ˈɡ ɛ t ,",872,47
got,ˈɡ ɑ t,873,47
getting,"ˈɡ ɛ t ɪ ŋ ,",874,47
gets,"ˈɡ ɛ t s ,",875,47
gotten,"ˈɡ ɑ t ə n ,",876,47
tuesday,"ˈt j u z ˌd e ɪ ,",877,103
wednesday,"ˈw ɛ n z ˌd e ɪ ,",878,103
monday,"ˈm ə n ˌd e ɪ ,",879,103
thursday,"ˈθ ɝ z ˌd e ɪ ,",880,103
friday,"ˈf ɹ a ɪ ˌd e ɪ ,",881,103
sunday,"ˈs ə n ˌd e ɪ ,",882,103
saturday,"ˈs æ ˌt ɪ ˌd e ɪ ,",883,103
news,"ˈn j u z ,",884,554
report,"ɹ i ˈp ɔ ɹ t ,",885,554
reported,"ˌɹ i ˈp ɔ ɹ t ɪ d ,",886,554
press,ˈp ɹ ɛ s,887,554
media,ˈm i d i ə,888,554
reports,"ɹ i ˈp ɔ ɹ t s ,",889,554
associated,"ə ˈs o ʊ s i ˌe ɪ t ɪ d ,",890,554
ap,ˌe ɪ ˈp i,891,554
contributed,k ə n ˈt ɹ ɪ b j u t ɪ d,892,554
journalists,"ˈd ʒ ɝ n ə ɫ ə s t s ,",893,554
writers,ˈɹ a ɪ t ɝ z,894,554
reporter,ɹ ɪ ˈp ɔ ɹ t ɝ,895,554
reporting,"ɹ i ˈp ɔ ɹ t ɪ ŋ ,",896,554
correspondent,ˌk ɔ ɹ ə ˈs p ɑ n d ə n t,897,554
military,"ˈm ɪ ɫ ə ˌt ɛ ɹ i ,",898,29
forces,ˈf ɔ ɹ s ɪ z,899,29
force,ˈf ɔ ɹ s,900,29
troops,ˈt ɹ u p s,901,29
soldiers,ˈs o ʊ ɫ d ʒ ɝ z,902,29
nato,ˈn e ɪ t o ʊ,903,29
deployed,d ɪ ˈp ɫ ɔ ɪ d,904,29
peacekeeping,ˈp i ˌs k i p ɪ ŋ,905,29
peacekeepers,ˈp i ˌs k i p ɝ z,906,29
deployment,d ɪ ˈp ɫ ɔ ɪ m ə n t,907,29
troop,ˈt ɹ u p,908,29
contingent,k ə n ˈt ɪ n d ʒ ə n t,909,29
multinational,"ˌm ə ɫ ˌt a ɪ ˈn æ ʃ ə n ə ɫ ,",910,29
deploy,d ɪ ˈp ɫ ɔ ɪ,911,29
used,ˈj u z d,912,589
use,"ˈj u s ,",913,589
using,ˈj u z ɪ ŋ,914,589
uses,"ˈj u s ə z ,",915,589
next,"ˈn ɛ k s ,",916,179
expected,"ɪ k ˈs p ɛ k t ə d ,",917,179
announced,ə ˈn a ʊ n s t,918,179
start,ˈs t ɑ ɹ t,919,179
plans,ˈp ɫ æ n z,920,179
ahead,ə ˈh ɛ d,921,179
opening,ˈo ʊ p ə n ɪ ŋ,922,179
stage,ˈs t e ɪ d ʒ,923,179
scheduled,"ˈs k ɛ d ʒ u ɫ d ,",924,179
planned,ˈp ɫ æ n d,925,179
beginning,b ɪ ˈɡ ɪ n ɪ ŋ,926,179
begin,b ɪ ˈɡ ɪ n,927,179
weekend,"ˈw i ˌk ɛ n d ,",928,179
starting,ˈs t ɑ ɹ t ɪ ŋ,929,179
date,ˈd e ɪ t,930,179
completed,"k ə m ˈp ɫ i t ə d ,",931,179
complete,k ə m ˈp ɫ i t,932,179
planning,ˈp ɫ æ n ɪ ŋ,933,179
prepared,p ɹ i ˈp ɛ ɹ d,934,179
initial,ˌɪ ˈn ɪ ʃ ə ɫ,935,179
prior,ˈp ɹ a ɪ ɝ,936,179
advance,ə d ˈv æ n s,937,179
mid,ˈm ɪ d,938,179
marks,ˈm ɑ ɹ k s,939,179
begun,"ˈb e ɪ ɡ ə n ,",940,179
pre,ˈp ɹ i,941,179
phase,ˈf e ɪ z,942,179
arrival,ɝ ˈa ɪ v ə ɫ,943,179
preparing,"p ɝ ˈp ɛ ɹ ɪ ŋ ,",944,179
prepare,p ɹ i ˈp ɛ ɹ,945,179
arrive,ɝ ˈa ɪ v,946,179
departure,d ɪ ˈp ɑ ɹ t ʃ ɝ,947,179
dates,ˈd e ɪ t s,948,179
upcoming,ˈə p ˌk ə m ɪ ŋ,949,179
stages,"ˈs t e ɪ d ʒ ə z ,",950,179
announce,ə ˈn a ʊ n s,951,179
organizers,ˈɔ ɹ ɡ ə ˌn a ɪ z ɝ z,952,179
preparation,ˌp ɹ ɛ p ɝ ˈe ɪ ʃ ə n,953,179
completion,k ə m ˈp ɫ i ʃ ə n,954,179
announcing,ə ˈn a ʊ n s ɪ ŋ,955,179
anticipated,æ n ˈt ɪ s ə ˌp e ɪ t ɪ d,956,179
calendar,ˈk æ ɫ ə n d ɝ,957,179
preparations,ˌp ɹ ɛ p ɝ ˈe ɪ ʃ ə n z,958,179
till,ˈt ɪ ɫ,959,179
completing,k ə m ˈp ɫ i t ɪ ŋ,960,179
underway,ˌə n d ɝ ˈw e ɪ,961,179
sometime,ˈs ə m ˌt a ɪ m,962,179
slated,ˈs ɫ e ɪ t ɪ d,963,179
awaited,ə ˈw e ɪ t ɪ d,964,179
forthcoming,ˈf ɔ ɹ θ ˈk ə m ɪ ŋ,965,179
batch,ˈb æ t ʃ,966,179
game,ˈɡ e ɪ m,967,20
lead,"ˈɫ ɛ d ,",968,20
goal,ˈɡ o ʊ ɫ,969,20
scored,ˈs k ɔ ɹ d,970,20
ball,ˈb ɔ ɫ,971,20
goals,ˈɡ o ʊ ɫ z,972,20
score,ˈs k ɔ ɹ,973,20
missed,ˈm ɪ s t,974,20
scoring,ˈs k ɔ ɹ ɪ ŋ,975,20
tied,ˈt a ɪ d,976,20
opener,ˈo ʊ p ə n ɝ,977,20
substitute,ˈs ə b s t ə ˌt u t,978,20
overtime,ˈo ʊ v ɝ ˌt a ɪ m,979,20
foul,ˈf a ʊ ɫ,980,20
unbeaten,ə n ˈb i t ə n,981,20
saves,ˈs e ɪ v z,982,20
trick,ˈt ɹ ɪ k,983,20
halftime,ˈh æ f ˌt a ɪ m,984,20
scorer,ˈs k ɔ ɹ ɝ,985,20
midway,ˈm ɪ d ˌw e ɪ,986,20
tying,ˈt a ɪ ɪ ŋ,987,20
very,ˈv ɛ ɹ i,988,719
especially,"ə ˈs p ɛ ʃ ə ɫ i ,",989,719
difficult,ˈd ɪ f ə k ə ɫ t,990,719
particularly,"ˌp ɑ ɹ ˈt ɪ k j ə ɫ ɝ ɫ i ,",991,719
powerful,ˈp a ʊ ɝ f ə ɫ,992,719
approach,ə ˈp ɹ o ʊ t ʃ,993,719
tough,ˈt ə f,994,719
increasingly,"ɪ n ˈk ɹ i s ɪ ŋ ɡ ɫ i ,",995,719
dangerous,ˈd e ɪ n d ʒ ɝ ə s,996,719
extremely,ɛ k ˈs t ɹ i m ɫ i,997,719
competitive,"k ə m ˈp ɛ t ə t ɪ v ,",998,719
aggressive,ə ˈɡ ɹ ɛ s ɪ v,999,719
sensitive,"ˈs ɛ n s ə t ɪ v ,",1000,719
politically,"ˈp ɫ ɪ t ɪ k ɫ i ,",1001,719
manner,ˈm æ n ɝ,1002,719
potentially,p ə ˈt ɛ n ʃ ə ɫ i,1003,719
fairly,ˈf ɛ ɹ ɫ i,1004,719
vulnerable,ˈv ə ɫ n ɝ ə b ə ɫ,1005,719
attractive,ə ˈt ɹ æ k t ɪ v,1006,719
equally,ˈi k w ə ɫ i,1007,719
hostile,"ˈh ɑ s t ə ɫ ,",1008,719
challenging,ˈt ʃ æ ɫ ə n d ʒ ɪ ŋ,1009,719
harsh,ˈh ɑ ɹ ʃ,1010,719
sophisticated,"s ə ˈf ɪ s t ə ˌk e ɪ t ɪ d ,",1011,719
costly,"ˈk ɑ s t ɫ i ,",1012,719
bold,ˈb o ʊ ɫ d,1013,719
surprisingly,"s ə ˈp ɹ a ɪ z ɪ ŋ ɫ i ,",1014,719
realistic,ˌɹ i ə ˈɫ ɪ s t ɪ k,1015,719
appealing,ə ˈp i ɫ ɪ ŋ,1016,719
unusually,"ə n ˈj u ˌʒ u ə ɫ i ,",1017,719
generous,ˈd ʒ ɛ n ɝ ə s,1018,719
risky,ˈɹ ɪ s k i,1019,719
flexible,ˈf ɫ ɛ k s ə b ə ɫ,1020,719
delicate,ˈd ɛ ɫ ə k ə t,1021,719
minded,"ˈm a ɪ n d ə d ,",1022,719
intelligent,ˌɪ n ˈt ɛ ɫ ə d ʒ ə n t,1023,719
unpopular,ˌə n ˈp ɑ p j ə ɫ ɝ,1024,719
toughest,ˈt ə f ə s t,1025,719
york,ˈj ɔ ɹ k,1026,249
manhattan,m æ n ˈh æ t ə n,1027,249
brooklyn,"ˈb ɹ ʊ k ɫ ə n ,",1028,249
borough,ˈb ɝ ˌo ʊ,1029,249
queens,ˈk w i n z,1030,249
bronx,ˈb ɹ ɑ ŋ k s,1031,249
how,ˈh a ʊ,1032,232
never,ˈn ɛ v ɝ,1033,232
ever,ˈɛ v ɝ,1034,232
always,"ˈɔ ɫ ˌw e ɪ z ,",1035,232
why,"ˈh w a ɪ ,",1036,232
wanted,ˈw ɔ n t ɪ d,1037,232
done,ˈd ə n,1038,232
thought,ˈθ ɔ t,1039,232
hope,ˈh o ʊ p,1040,232
feel,ˈf i ɫ,1041,232
talk,ˈt ɔ k,1042,232
sure,ˈʃ ʊ ɹ,1043,232
matter,ˈm æ t ɝ,1044,232
reason,ˈɹ i z ə n,1045,232
felt,ˈf ɛ ɫ t,1046,232
tell,ˈt ɛ ɫ,1047,232
actually,"ˈæ k ˌt ʃ u ə ɫ i ,",1048,232
knew,"ˈn j u ,",1049,232
gone,ˈɡ ɔ n,1050,232
moment,ˈm o ʊ m ə n t,1051,232
mind,ˈm a ɪ n d,1052,232
mean,ˈm i n,1053,232
wrong,ˈɹ ɔ ŋ,1054,232
talking,ˈt ɔ k ɪ ŋ,1055,232
understand,ˌə n d ɝ ˈs t æ n d,1056,232
certainly,ˈs ɝ t ə n ɫ i,1057,232
thinking,ˈθ ɪ ŋ k ɪ ŋ,1058,232
feeling,ˈf i ɫ ɪ ŋ,1059,232
interested,"ˈɪ n t ɝ ə s t ə d ,",1060,232
seeing,ˈs i ɪ ŋ,1061,232
whatever,"ˌh w ə ˈt ɛ v ɝ ,",1062,232
remember,"ɹ i ˈm ɛ m b ɝ ,",1063,232
worse,ˈw ɝ s,1064,232
yes,ˈj ɛ s,1065,232
exactly,ɪ ɡ ˈz æ k t ɫ i,1066,232
telling,ˈt ɛ ɫ ɪ ŋ,1067,232
explained,ɪ k s ˈp ɫ e ɪ n d,1068,232
obviously,ˈɑ b v i ə s ɫ i,1069,232
worry,ˈw ɝ i,1070,232
talked,ˈt ɔ k t,1071,232
feels,ˈf i ɫ z,1072,232
mistake,m ɪ ˈs t e ɪ k,1073,232
definitely,ˈd ɛ f ə n ə t ɫ i,1074,232
convinced,k ə n ˈv ɪ n s t,1075,232
realize,ˈɹ i ə ˌɫ a ɪ z,1076,232
wonder,ˈw ə n d ɝ,1077,232
realized,ˈɹ i ə ˌɫ a ɪ z d,1078,232
afraid,ə ˈf ɹ e ɪ d,1079,232
personally,"ˈp ɝ s ə n ə ɫ i ,",1080,232
imagine,ˌɪ ˈm æ d ʒ ə n,1081,232
knowing,ˈn o ʊ ɪ ŋ,1082,232
guess,ˈɡ ɛ s,1083,232
understood,ˌə n d ɝ ˈs t ʊ d,1084,232
replied,"ɹ i ˈp ɫ a ɪ d ,",1085,232
anyway,ˈɛ n i ˌw e ɪ,1086,232
liked,ˈɫ a ɪ k t,1087,232
bet,ˈb ɛ t,1088,232
minds,ˈm a ɪ n d z,1089,232
somehow,ˈs ə m ˌh a ʊ,1090,232
admit,ə d ˈm ɪ t,1091,232
impression,ˌɪ m ˈp ɹ ɛ ʃ ə n,1092,232
wise,ˈw a ɪ z,1093,232
ought,ˈɔ t,1094,232
appreciate,ə ˈp ɹ i ʃ i ˌe ɪ t,1095,232
sooner,ˈs u n ɝ,1096,232
differently,"ˈd ɪ f ɝ ˈɛ n t ɫ i ,",1097,232
figured,ˈf ɪ ɡ j ɝ d,1098,232
believing,b ɪ ˈɫ i v ɪ ŋ,1099,232
reminded,ɹ i ˈm a ɪ n d ɪ d,1100,232
lately,ˈɫ e ɪ t ɫ i,1101,232
q.,ˈk j u,1102,232
wondering,ˈw ə n d ɝ ɪ ŋ,1103,232
wondered,ˈw ə n d ɝ d,1104,232
according,ə ˈk ɔ ɹ d ɪ ŋ,1105,280
statement,ˈs t e ɪ t m ə n t,1106,280
information,"ˌɪ n f ɝ ˈm e ɪ ʃ ə n ,",1107,280
results,"ɹ i ˈz ə ɫ t s ,",1108,280
latest,ˈɫ e ɪ t ə s t,1109,280
adding,ˈæ d ɪ ŋ,1110,280
finance,"ˈf a ɪ ˌn æ n s ,",1111,280
figures,ˈf ɪ ɡ j ɝ z,1112,280
figure,ˈf ɪ ɡ j ɝ,1113,280
confirmed,k ə n ˈf ɝ m d,1114,280
announcement,"ə ˈn a ʊ n s m ə n t ,",1115,280
commerce,ˈk ɑ m ɝ s,1116,280
statistics,s t ə ˈt ɪ s t ɪ k s,1117,280
count,ˈk a ʊ n t,1118,280
toll,ˈt o ʊ ɫ,1119,280
posted,ˈp o ʊ s t ɪ d,1120,280
ranking,ˈɹ æ ŋ k ɪ ŋ,1121,280
preliminary,"p ɹ i ˈɫ ɪ m ə ˌn ɛ ɹ i ,",1122,280
posts,ˈp o ʊ s t s,1123,280
attributed,ə ˈt ɹ ɪ b j ə t ɪ d,1124,280
revised,"ɹ i ˈv a ɪ z d ,",1125,280
unveiled,ə n ˈv e ɪ ɫ d,1126,280
bloomberg,ˈb ɫ u m b ɝ ɡ,1127,280
updated,"ˈə p ˌd e ɪ t ɪ d ,",1128,280
compiled,k ə m ˈp a ɪ ɫ d,1129,280
provisional,p ɹ ə ˈv ɪ ʒ ə n ə ɫ,1130,280
posting,ˈp o ʊ s t ɪ ŋ,1131,280
